tx_id,timestamp,sender_account,receiver_account,origin_region,destination_region,amount,currency,narrative,channel,chain_id,risk_signal,label
RB-000089,2026-01-17 11:00:00,DELTA-82255,NOVA-10071,United Kingdom,United Arab Emirates,6462.61,SGD,platform settlement,wire,,none,legitimate
RB-000186,2026-01-17 11:00:00,BRIDGE-42294,BRIDGE-78042,United States,Singapore,1141.44,SGD,payroll batch,wallet,,none,legitimate
RB-000192,2026-01-17 11:00:00,EAST-24146,ALPHA-69943,United States,Singapore,6970.81,USD,platform settlement,wire,,none,legitimate
RB-000212,2026-01-17 15:00:00,CROWN-75506,DELTA-69222,United States,Hong Kong,15758.76,USD,software subscription,wallet,,none,legitimate
RB-000072,2026-01-17 20:00:00,ALPHA-17850,EAST-18279,United States,United Arab Emirates,3096.34,EUR,shipping invoice,wallet,,none,legitimate
RB-000109,2026-01-17 22:00:00,BRIDGE-93924,NOVA-30643,United States,United Arab Emirates,7820.75,SGD,software subscription,ach,,none,legitimate
RB-000296,2026-01-17 22:00:00,BRIDGE-34203,NOVA-30643,United Kingdom,Hong Kong,1824.89,HKD,monthly supplier payment,wallet,,none,legitimate
RB-000260,2026-01-18 00:00:00,ALPHA-43291,EAST-13942,United States,United Arab Emirates,4486.43,USD,platform settlement,ach,,none,legitimate
RB-000249,2026-01-18 01:00:00,EAST-92503,DELTA-87458,United States,Singapore,1430.78,GBP,payroll batch,ach,,none,legitimate
RB-000087,2026-01-18 02:00:00,EAST-92503,DELTA-76698,United Kingdom,Singapore,2008.46,HKD,tax remittance,ach,,none,legitimate
RB-000070,2026-01-18 03:00:00,DELTA-24129,ALPHA-69943,United Kingdom,Singapore,5273.7,HKD,platform settlement,wallet,,none,legitimate
RB-000146,2026-01-18 04:00:00,ALPHA-69943,ALPHA-19204,United States,Singapore,877.88,GBP,shipping invoice,wallet,,none,legitimate
RB-000039,2026-01-18 06:00:00,CROWN-60661,DELTA-49767,United Kingdom,Hong Kong,42107.85,HKD,monthly supplier payment,wallet,RULE-0039,large transfer threshold,suspicious
RB-000047,2026-01-18 10:00:00,DELTA-24129,NOVA-30643,United States,Hong Kong,45710.52,GBP,payroll batch,card,RULE-0047,large transfer threshold,suspicious
RB-000298,2026-01-18 10:00:00,NOVA-46459,DELTA-62091,United States,Singapore,3050.3,USD,payroll batch,ach,,none,legitimate
RB-000269,2026-01-18 11:00:00,NOVA-46459,DELTA-69374,United Kingdom,Hong Kong,1521.54,HKD,shipping invoice,wallet,,none,legitimate
RB-000191,2026-01-18 14:00:00,CROWN-75506,BRIDGE-41711,United States,United Arab Emirates,10486.28,EUR,tax remittance,card,,none,legitimate
RB-000223,2026-01-18 15:00:00,EAST-86989,ALPHA-88045,United Kingdom,Singapore,2002.0,USD,platform settlement,card,,none,legitimate
RB-000248,2026-01-18 17:00:00,BRIDGE-99401,CROWN-75506,United Kingdom,Singapore,3772.17,GBP,platform settlement,wire,,none,legitimate
RB-000105,2026-01-18 22:00:00,BRIDGE-42294,ALPHA-88045,United Kingdom,United Arab Emirates,11031.58,EUR,platform settlement,ach,,none,legitimate
RB-000160,2026-01-18 22:00:00,DELTA-69222,DELTA-69374,United States,United Arab Emirates,1302.53,EUR,payroll batch,wire,,none,legitimate
RB-000170,2026-01-19 03:00:00,ALPHA-12213,ALPHA-17850,United Kingdom,Singapore,1143.54,SGD,monthly supplier payment,card,,none,legitimate
RB-000131,2026-01-19 04:00:00,EAST-24146,BRIDGE-21884,United States,Hong Kong,1033.95,SGD,shipping invoice,card,,none,legitimate
RB-000270,2026-01-19 05:00:00,EAST-72359,NOVA-90472,United States,United Arab Emirates,4876.58,GBP,tax remittance,ach,,none,legitimate
RB-000027,2026-01-19 08:00:00,ALPHA-43291,BRIDGE-22336,United Kingdom,Hong Kong,43420.13,EUR,payroll batch,wallet,RULE-0027,large transfer threshold,suspicious
RB-000113,2026-01-19 09:00:00,DELTA-73808,BRIDGE-34203,United States,Hong Kong,885.21,SGD,platform settlement,wallet,,none,legitimate
RB-000165,2026-01-19 14:00:00,DELTA-52767,DELTA-69374,United States,Singapore,10588.82,EUR,tax remittance,wire,,none,legitimate
RB-000211,2026-01-19 15:00:00,ALPHA-14673,EAST-34692,United States,United Arab Emirates,6669.57,SGD,shipping invoice,card,,none,legitimate
RB-000068,2026-01-19 15:00:00,ALPHA-12213,ALPHA-71602,United States,Singapore,3264.12,EUR,shipping invoice,wallet,,none,legitimate
RB-000286,2026-01-19 15:00:00,EAST-34692,DELTA-69222,United States,Singapore,13805.65,USD,platform settlement,ach,,none,legitimate
RB-000101,2026-01-19 17:00:00,BRIDGE-99401,BRIDGE-78042,United States,Singapore,909.4,SGD,software subscription,wire,,none,legitimate
RB-000035,2026-01-19 20:00:00,DELTA-24129,DELTA-25465,United Kingdom,Singapore,42263.5,HKD,tax remittance,wire,RULE-0035,large transfer threshold,suspicious
RB-000216,2026-01-19 21:00:00,EAST-11966,ALPHA-14673,United States,Hong Kong,5252.89,HKD,monthly supplier payment,wallet,,none,legitimate
RB-000080,2026-01-19 23:00:00,BRIDGE-41711,DELTA-62091,United States,United Arab Emirates,1898.38,GBP,payroll batch,ach,,none,legitimate
RB-000157,2026-01-20 03:00:00,EAST-93158,BRIDGE-93924,United States,Hong Kong,4657.82,GBP,monthly supplier payment,wallet,,none,legitimate
RB-000282,2026-01-20 04:00:00,EAST-13942,BRIDGE-98461,United States,United Arab Emirates,1119.33,HKD,payroll batch,wire,,none,legitimate
RB-000029,2026-01-20 06:00:00,BRIDGE-41711,ALPHA-17850,United States,Singapore,40478.4,EUR,monthly supplier payment,wallet,RULE-0029,large transfer threshold,suspicious
RB-000255,2026-01-20 10:00:00,NOVA-46459,ALPHA-17850,United States,Singapore,5624.57,USD,tax remittance,wallet,,none,legitimate
RB-000163,2026-01-20 12:00:00,DELTA-52767,DELTA-49767,United States,Singapore,3126.14,EUR,tax remittance,ach,,none,legitimate
RB-000114,2026-01-20 14:00:00,DELTA-73808,EAST-18279,United Kingdom,United Arab Emirates,4806.02,EUR,shipping invoice,ach,,none,legitimate
RB-000060,2026-01-20 18:00:00,ALPHA-69943,NOVA-30643,United States,Hong Kong,2387.72,GBP,platform settlement,wallet,,none,legitimate
RB-000168,2026-01-21 00:00:00,DELTA-69374,BRIDGE-41711,United States,Hong Kong,3827.66,EUR,monthly supplier payment,wallet,,none,legitimate
RB-000017,2026-01-21 01:00:00,DELTA-25465,BRIDGE-78042,United Kingdom,Singapore,40920.32,SGD,software subscription,wire,RULE-0017,large transfer threshold,suspicious
RB-000224,2026-01-21 03:00:00,ALPHA-69943,EAST-24146,United Kingdom,Singapore,4027.37,GBP,platform settlement,card,,none,legitimate
RB-000258,2026-01-21 03:00:00,DELTA-49767,DELTA-76698,United Kingdom,Singapore,8084.77,SGD,shipping invoice,wallet,,none,legitimate
RB-000178,2026-01-21 03:00:00,EAST-34692,DELTA-62091,United Kingdom,United Arab Emirates,2752.13,SGD,monthly supplier payment,ach,,none,legitimate
RB-000250,2026-01-21 05:00:00,NOVA-30643,BRIDGE-34203,United States,United Arab Emirates,3665.43,GBP,tax remittance,ach,,none,legitimate
RB-000280,2026-01-21 05:00:00,ALPHA-96828,NOVA-90683,United Kingdom,United Arab Emirates,1597.69,EUR,shipping invoice,wire,,none,legitimate
RB-000086,2026-01-21 07:00:00,ALPHA-43291,DELTA-82255,United Kingdom,Singapore,3021.46,EUR,platform settlement,ach,,none,legitimate
RB-000073,2026-01-21 08:00:00,BRIDGE-34203,DELTA-87458,United Kingdom,Hong Kong,3222.04,HKD,tax remittance,card,,none,legitimate
RB-000150,2026-01-21 09:00:00,ALPHA-71602,DELTA-87458,United Kingdom,United Arab Emirates,5099.86,USD,payroll batch,wire,,none,legitimate
RB-000028,2026-01-21 11:00:00,ALPHA-14673,DELTA-69374,United Kingdom,United Arab Emirates,44292.21,USD,payroll batch,ach,RULE-0028,large transfer threshold,suspicious
RB-000181,2026-01-21 11:00:00,BRIDGE-21884,ALPHA-19204,United States,Hong Kong,3705.8,SGD,software subscription,wire,,none,legitimate
RB-000189,2026-01-21 13:00:00,ALPHA-71602,CROWN-40102,United Kingdom,Singapore,5790.26,SGD,shipping invoice,ach,,none,legitimate
RB-000026,2026-01-21 18:00:00,ALPHA-69943,CROWN-40102,United Kingdom,Hong Kong,38865.66,EUR,monthly supplier payment,wire,RULE-0026,large transfer threshold,suspicious
RB-000295,2026-01-21 23:00:00,EAST-13942,BRIDGE-93924,United States,Hong Kong,5756.27,HKD,shipping invoice,wallet,,none,legitimate
RB-000256,2026-01-21 23:00:00,DELTA-87458,DELTA-69374,United Kingdom,United Arab Emirates,1141.38,USD,payroll batch,wallet,,none,legitimate
RB-000015,2026-01-22 05:00:00,EAST-72359,BRIDGE-27166,United States,Singapore,41217.54,HKD,monthly supplier payment,wallet,RULE-0015,large transfer threshold,suspicious
RB-000057,2026-01-22 06:00:00,BRIDGE-22336,EAST-24146,United States,Singapore,9698.99,USD,tax remittance,wallet,,none,legitimate
RB-000050,2026-01-22 10:00:00,NOVA-90683,ALPHA-69943,United States,Hong Kong,43399.72,EUR,software subscription,card,RULE-0050,large transfer threshold,suspicious
RB-000104,2026-01-22 11:00:00,CROWN-11985,DELTA-83370,United States,Singapore,2016.2,SGD,payroll batch,ach,,none,legitimate
RB-000214,2026-01-22 12:00:00,ALPHA-96828,EAST-86989,United States,United Arab Emirates,1892.27,HKD,platform settlement,card,,none,legitimate
RB-000188,2026-01-22 12:00:00,DELTA-73808,ALPHA-12213,United States,Singapore,2270.78,EUR,shipping invoice,ach,,none,legitimate
RB-000175,2026-01-22 13:00:00,ALPHA-71602,ALPHA-19204,United Kingdom,United Arab Emirates,5866.13,SGD,tax remittance,card,,none,legitimate
RB-000202,2026-01-22 15:00:00,NOVA-10071,DELTA-83370,United Kingdom,United Arab Emirates,2776.34,USD,payroll batch,card,,none,legitimate
RB-000277,2026-01-22 20:00:00,DELTA-82255,CROWN-75506,United Kingdom,Singapore,3911.29,SGD,payroll batch,wire,,none,legitimate
RB-000046,2026-01-22 23:00:00,DELTA-69222,ALPHA-96828,United States,United Arab Emirates,43451.62,EUR,tax remittance,ach,RULE-0046,large transfer threshold,suspicious
RB-000290,2026-01-23 02:00:00,ALPHA-19204,CROWN-75506,United States,United Arab Emirates,788.73,SGD,monthly supplier payment,wire,,none,legitimate
RB-000199,2026-01-23 04:00:00,EAST-93158,NOVA-30643,United Kingdom,United Arab Emirates,2349.71,SGD,shipping invoice,ach,,none,legitimate
RB-000129,2026-01-23 05:00:00,ALPHA-69943,EAST-86989,United Kingdom,United Arab Emirates,9974.67,USD,monthly supplier payment,ach,,none,legitimate
RB-000095,2026-01-23 05:00:00,CROWN-60661,EAST-93158,United States,Hong Kong,4808.4,USD,shipping invoice,card,,none,legitimate
RB-000194,2026-01-23 06:00:00,DELTA-69222,DELTA-87458,United Kingdom,Singapore,3329.78,USD,shipping invoice,card,,none,legitimate
RB-000253,2026-01-23 07:00:00,DELTA-87458,CROWN-60661,United States,Hong Kong,1075.37,EUR,platform settlement,wire,,none,legitimate
RB-000246,2026-01-23 07:00:00,EAST-47885,ALPHA-69943,United Kingdom,Singapore,1850.77,HKD,monthly supplier payment,wire,,none,legitimate
RB-000263,2026-01-23 07:00:00,EAST-11966,DELTA-69374,United States,Hong Kong,4765.42,USD,software subscription,card,,none,legitimate
RB-000097,2026-01-23 07:00:00,DELTA-69222,EAST-92503,United Kingdom,Hong Kong,8769.63,HKD,software subscription,card,,none,legitimate
RB-000171,2026-01-23 09:00:00,EAST-24146,EAST-34692,United States,United Arab Emirates,10499.37,EUR,monthly supplier payment,wallet,,none,legitimate
RB-000067,2026-01-23 10:00:00,DELTA-24129,NOVA-10071,United States,United Arab Emirates,6274.84,SGD,tax remittance,wire,,none,legitimate
RB-000173,2026-01-23 13:00:00,CROWN-60661,EAST-11966,United Kingdom,Singapore,1887.96,USD,payroll batch,wire,,none,legitimate
RB-000002,2026-01-23 14:00:00,DELTA-69222,NOVA-30643,United States,Hong Kong,38838.63,EUR,payroll batch,wallet,RULE-0002,large transfer threshold,suspicious
RB-000225,2026-01-23 15:00:00,DELTA-69374,BRIDGE-78042,United States,United Arab Emirates,2504.8,EUR,software subscription,wallet,,none,legitimate
RB-000200,2026-01-23 20:00:00,ALPHA-96828,DELTA-24129,United Kingdom,Hong Kong,3381.06,USD,platform settlement,card,,none,legitimate
RB-000230,2026-01-23 22:00:00,CROWN-11985,DELTA-49767,United States,Hong Kong,3922.0,GBP,platform settlement,wire,,none,legitimate
RB-000174,2026-01-23 23:00:00,NOVA-10071,ALPHA-43291,United States,Singapore,2169.67,EUR,software subscription,wire,,none,legitimate
RB-000279,2026-01-23 23:00:00,EAST-13942,DELTA-49767,United Kingdom,Hong Kong,4244.13,SGD,payroll batch,wallet,,none,legitimate
RB-000195,2026-01-24 02:00:00,ALPHA-14673,ALPHA-17850,United States,Singapore,2082.6,SGD,software subscription,ach,,none,legitimate
RB-000284,2026-01-24 03:00:00,BRIDGE-22336,EAST-34692,United States,United Arab Emirates,1711.95,USD,shipping invoice,ach,,none,legitimate
RB-000103,2026-01-24 07:00:00,DELTA-76698,NOVA-90472,United Kingdom,United Arab Emirates,5553.83,USD,software subscription,card,,none,legitimate
RB-000061,2026-01-24 07:00:00,BRIDGE-22336,DELTA-83370,United Kingdom,United Arab Emirates,5743.25,HKD,monthly supplier payment,ach,,none,legitimate
RB-000110,2026-01-24 10:00:00,ALPHA-43291,DELTA-69374,United Kingdom,Singapore,1254.4,EUR,platform settlement,wallet,,none,legitimate
RB-000297,2026-01-24 13:00:00,BRIDGE-21884,BRIDGE-27166,United States,United Arab Emirates,1117.15,EUR,payroll batch,ach,,none,legitimate
RB-000154,2026-01-24 15:00:00,NOVA-10071,DELTA-49767,United States,Hong Kong,3093.34,HKD,payroll batch,wire,,none,legitimate
RB-000208,2026-01-24 15:00:00,ALPHA-50790,DELTA-69222,United Kingdom,Hong Kong,2175.8,GBP,monthly supplier payment,wallet,,none,legitimate
RB-000148,2026-01-24 16:00:00,NOVA-10071,DELTA-49767,United Kingdom,United Arab Emirates,6392.21,HKD,shipping invoice,wallet,,none,legitimate
RB-000066,2026-01-24 16:00:00,ALPHA-14673,BRIDGE-41711,United Kingdom,United Arab Emirates,3370.63,HKD,software subscription,wallet,,none,legitimate
RB-000231,2026-01-24 16:00:00,ALPHA-69943,BRIDGE-78042,United States,United Arab Emirates,2544.68,SGD,payroll batch,card,,none,legitimate
RB-000074,2026-01-24 16:00:00,EAST-72359,BRIDGE-99401,United States,Singapore,6301.6,SGD,platform settlement,ach,,none,legitimate
RB-000149,2026-01-24 17:00:00,DELTA-69222,DELTA-87458,United States,Singapore,12880.86,HKD,shipping invoice,wallet,,none,legitimate
RB-000100,2026-01-24 17:00:00,ALPHA-19204,NOVA-23244,United Kingdom,Singapore,1862.11,SGD,platform settlement,card,,none,legitimate
RB-000108,2026-01-24 18:00:00,BRIDGE-37488,EAST-47885,United States,Singapore,5020.91,USD,payroll batch,ach,,none,legitimate
RB-000102,2026-01-24 21:00:00,CROWN-11985,DELTA-62091,United States,Singapore,4028.49,GBP,monthly supplier payment,wallet,,none,legitimate
RB-000019,2026-01-25 00:00:00,ALPHA-19204,ALPHA-17850,United Kingdom,Singapore,43260.11,USD,platform settlement,card,RULE-0019,large transfer threshold,suspicious
RB-000042,2026-01-25 00:00:00,DELTA-82255,EAST-34692,United Kingdom,United Arab Emirates,46584.39,GBP,monthly supplier payment,ach,RULE-0042,large transfer threshold,suspicious
RB-000159,2026-01-25 01:00:00,EAST-13942,BRIDGE-27166,United States,Hong Kong,3049.25,GBP,platform settlement,wallet,,none,legitimate
RB-000138,2026-01-25 04:00:00,BRIDGE-78042,NOVA-90472,United Kingdom,Singapore,5730.49,SGD,monthly supplier payment,wallet,,none,legitimate
RB-000145,2026-01-25 06:00:00,EAST-18279,NOVA-10071,United Kingdom,Hong Kong,18376.81,USD,tax remittance,ach,,none,legitimate
RB-000183,2026-01-25 08:00:00,EAST-47885,DELTA-82255,United States,Hong Kong,2602.14,HKD,payroll batch,card,,none,legitimate
RB-000193,2026-01-25 08:00:00,EAST-93158,DELTA-25465,United Kingdom,Hong Kong,8213.98,EUR,tax remittance,wire,,none,legitimate
RB-000241,2026-01-25 09:00:00,BRIDGE-41711,NOVA-90683,United Kingdom,Hong Kong,3108.97,SGD,software subscription,wire,,none,legitimate
RB-000228,2026-01-25 10:00:00,BRIDGE-37488,ALPHA-50790,United States,Singapore,4660.85,GBP,shipping invoice,card,,none,legitimate
RB-000272,2026-01-25 13:00:00,BRIDGE-27166,DELTA-19573,United Kingdom,United Arab Emirates,7858.43,HKD,payroll batch,ach,,none,legitimate
RB-000155,2026-01-25 15:00:00,CROWN-60661,NOVA-10071,United Kingdom,Hong Kong,2023.17,GBP,payroll batch,card,,none,legitimate
RB-000203,2026-01-25 18:00:00,BRIDGE-98461,DELTA-49767,United Kingdom,Hong Kong,781.37,GBP,monthly supplier payment,wallet,,none,legitimate
RB-000162,2026-01-25 18:00:00,BRIDGE-78042,ALPHA-50790,United Kingdom,Singapore,9558.25,USD,payroll batch,ach,,none,legitimate
RB-000291,2026-01-25 19:00:00,DELTA-83370,ALPHA-88045,United Kingdom,United Arab Emirates,4104.89,SGD,monthly supplier payment,wallet,,none,legitimate
RB-000244,2026-01-25 20:00:00,NOVA-30643,EAST-72359,United Kingdom,Hong Kong,2300.01,HKD,platform settlement,ach,,none,legitimate
RB-000219,2026-01-25 22:00:00,CROWN-54157,ALPHA-88045,United States,Hong Kong,4279.72,EUR,platform settlement,wallet,,none,legitimate
RB-000064,2026-01-26 06:00:00,NOVA-23244,ALPHA-69943,United States,Hong Kong,830.59,HKD,monthly supplier payment,ach,,none,legitimate
RB-000081,2026-01-26 06:00:00,EAST-18279,EAST-24146,United States,United Arab Emirates,2504.69,USD,tax remittance,wire,,none,legitimate
RB-000233,2026-01-26 07:00:00,NOVA-23244,EAST-93158,United Kingdom,United Arab Emirates,2449.12,EUR,software subscription,card,,none,legitimate
